id,surname,first_name,age,sex,marital_status,occupation,borough,birthplace,household_id,annual_wage_cents
1142,Brown,Mary,32,F,married,none,Manhattan,New York,376,25921
1143,Brown,Samuel,21,M,single,typesetter,Manhattan,New York,376,37062
1144,Smith,Sarah,48,F,single,milliner,Manhattan,New York,377,26714
1145,Goldberg,Thomas,75,M,single,clerk,Brooklyn,England,378,47914
1146,Goldberg,James,47,M,single,carpenter,Brooklyn,England,378,53495
1147,Goldberg,Zofia,20,F,single,tailor,Brooklyn,England,378,45000
1148,Goldberg,Heinrich,1,M,single,none,Brooklyn,England,378,22947
1149,Silverman,Catherine,43,F,married,porter,Manhattan,Ireland,379,34118
1150,Silverman,Joseph,55,M,single,teacher,Manhattan,Ireland,379,69424
1151,Silverman,Gertrud,38,F,married,typesetter,Manhattan,Ireland,379,56251
1152,Levy,Boris,44,M,married,butcher,Brooklyn,New York,380,41973
1153,Levy,Salvatore,9,M,single,none,Brooklyn,New York,380,28259
1154,Levy,Daniel,1,M,single,none,Brooklyn,New York,380,21487
1155,Levy,Anna,37,F,single,carpenter,Brooklyn,New York,380,49121
1156,Silverman,Rebecca,44,F,married,clerk,Bronx,Russia,381,55083
1157,Silverman,Olga,19,F,married,porter,Bronx,Russia,381,28473
1158,Cohen,Leah,16,F,single,teacher,Queens,New York,382,50917
1159,Cohen,Jacob,17,M,widowed,tailor,Queens,New York,382,40340
1160,Cohen,James,69,M,single,merchant,Queens,New York,382,131360
1161,"O'Brien",Otto,58,M,widowed,servant,Manhattan,New York,383,28845
1162,"O'Brien",Ellen,16,F,single,laborer,Manhattan,New York,383,22385
1163,"O'Brien",Wilhelm,0,M,single,none,Manhattan,New York,383,29119
1164,Fischer,Samuel,36,M,widowed,porter,Brooklyn,Sweden,384,35686
1165,Ricci,Stanislaw,39,M,married,shopkeeper,Manhattan,Germany,385,72988
1166,Ricci,John,32,M,married,butcher,Manhattan,Germany,385,41191
1167,Ricci,James,26,M,single,carpenter,Manhattan,Germany,385,42809
1168,Ricci,Karl,2,M,single,none,Manhattan,Germany,385,36452
1169,Katz,Elizabeth,17,F,widowed,shopkeeper,Brooklyn,Germany,386,83470
1170,Katz,Samuel,50,M,married,shopkeeper,Brooklyn,Germany,386,80003
1171,Katz,Maria,8,F,single,none,Brooklyn,Germany,386,27914
1172,Katz,Friedrich,0,M,single,none,Brooklyn,Germany,386,35346
1173,Katz,Ruth,16,F,married,tailor,Brooklyn,Germany,386,41902
1174,Petrov,Joseph,50,M,single,laborer,Brooklyn,Germany,387,33241
1175,Petrov,Jacob,45,M,married,stevedore,Brooklyn,Germany,387,37006
1176,Esposito,Thomas,48,M,married,nurse,Queens,Italy,388,39689
1177,Esposito,Olga,13,F,single,none,Queens,Italy,388,30901
1178,Esposito,John,1,M,single,none,Queens,Italy,388,31044
1179,Lewandowski,Heinrich,6,M,single,none,Bronx,New Jersey,389,28192
1180,Lewandowski,Olga,18,F,single,machinist,Bronx,New Jersey,389,54538
1181,Andersen,Mary,16,F,single,milliner,Manhattan,New York,390,29196
1182,Andersen,Boris,6,M,single,none,Manhattan,New York,390,30266
1183,Andersen,Mary,75,F,single,typesetter,Manhattan,New York,390,37333
1184,Schmidt,Joseph,39,M,married,porter,Queens,Italy,391,35811
1185,Schmidt,Boris,0,M,single,none,Queens,Italy,391,36274
1186,Schmidt,Heinrich,43,M,married,shopkeeper,Queens,Italy,391,76749
1187,Schmidt,Catherine,19,F,single,porter,Queens,Italy,391,42189
1188,Miller,Abraham,43,M,married,carpenter,Queens,Ireland,392,49980
1189,Miller,Ruth,79,F,married,butcher,Queens,Ireland,392,44039
1190,Miller,Maria,34,F,married,carpenter,Queens,Ireland,392,45500
1191,Miller,Boris,64,M,married,porter,Queens,Ireland,392,25955
1192,Miller,James,45,M,divorced,grocer,Queens,Ireland,392,41170
1193,Sullivan,David,2,M,single,none,Manhattan,Ireland,393,37489
1194,Sullivan,Mary,18,F,single,laborer,Manhattan,Ireland,393,29456
1195,Sullivan,Joseph,0,M,single,none,Manhattan,Ireland,393,34907
1196,Sullivan,Heinrich,72,M,single,clerk,Manhattan,Ireland,393,59963
1197,Levy,Hilda,19,F,single,typesetter,Manhattan,New York,394,53547
1198,Levy,Abraham,3,M,single,none,Manhattan,New York,394,30465
1199,Levy,Jacob,22,M,single,clerk,Manhattan,New York,394,40745
1200,Levy,Ellen,8,F,single,none,Manhattan,New York,394,33491
1201,Levy,Giuseppe,5,M,single,none,Manhattan,New York,394,28220
1202,Rossi,Anna,49,F,married,stevedore,Manhattan,New York,395,36295
1203,Rossi,Ruth,0,F,single,none,Manhattan,New York,395,35835
1204,Rossi,Boris,29,M,married,shopkeeper,Manhattan,New York,395,80640
1205,Johnson,Antonio,77,M,single,typesetter,Manhattan,Italy,396,42898
1206,Johnson,Elizabeth,13,F,single,engineer,Manhattan,Italy,396,94868
1207,Johnson,Heinrich,26,M,single,engineer,Manhattan,Italy,396,90738
1208,Johnson,Bridget,30,F,married,milliner,Manhattan,Italy,396,43358
1209,Johnson,Gertrud,43,F,single,teacher,Manhattan,Italy,396,60296
1210,Callahan,Giuseppe,60,M,married,engineer,Manhattan,England,397,96353
1211,Callahan,Patrick,18,M,married,driver,Manhattan,England,397,42417
1212,Brown,Samuel,9,M,single,none,Manhattan,New Jersey,398,34437
1213,Brown,Leah,76,F,married,machinist,Manhattan,New Jersey,398,52327
1214,Petrov,Esther,6,F,single,none,Manhattan,Germany,399,29109
1215,Klein,Margaret,47,F,single,stevedore,Queens,Germany,400,45440
1216,Friedman,Leah,62,F,married,machinist,Manhattan,New York,401,61507
1217,Friedman,Marta,44,F,single,butcher,Manhattan,New York,401,44026
1218,Bianchi,John,1,M,single,none,Manhattan,New York,402,24777
1219,Bianchi,Rosa,32,F,single,washerwoman,Manhattan,New York,402,17027
1220,Brown,Jacob,22,M,single,seamstress,Brooklyn,Germany,403,37756
1221,Brown,Ellen,29,F,single,driver,Brooklyn,Germany,403,40882
1222,Brown,Catherine,69,F,single,cobbler,Brooklyn,Germany,403,35299
1223,Callahan,Joseph,13,M,single,none,Manhattan,New York,404,37375
1224,Callahan,Maria,21,F,married,bookkeeper,Manhattan,New York,404,67931
1225,Miller,Gertrud,8,F,single,none,Brooklyn,New York,405,33607
1226,Becker,John,39,M,married,factory worker,Brooklyn,New York,406,41375
1227,Kowalski,Giuseppe,44,M,married,bookkeeper,Brooklyn,New York,407,66031
1228,Kowalski,Heinrich,11,M,single,none,Brooklyn,New York,407,28354
1229,Kowalski,Esther,8,F,single,none,Brooklyn,New York,407,24850
1230,Kowalski,Anna,75,F,married,teacher,Brooklyn,New York,407,53770
1231,Ryan,Joseph,25,M,single,clerk,Brooklyn,Ireland,408,45799
1232,Johansson,Mary,15,F,single,none,Brooklyn,France,409,21611
1233,Klein,Mary,7,F,single,none,Brooklyn,New York,410,37351
1234,Roth,Maria,28,F,single,engineer,Brooklyn,Germany,411,92050
1235,Roth,Greta,59,F,married,driver,Brooklyn,Germany,411,36658
1236,Roth,Esther,59,F,single,machinist,Brooklyn,Germany,411,49870
1237,Roth,Josef,54,M,single,stevedore,Brooklyn,Germany,411,45852
1238,Wagner,Maria,4,F,single,none,Queens,Ireland,412,20150
1239,Wagner,Sarah,16,F,single,butcher,Queens,Ireland,412,51614
1240,Wagner,Luigi,62,M,single,engineer,Queens,Ireland,412,86901
1241,Johansson,Michael,13,M,single,typesetter,Brooklyn,Italy,413,41152
1242,Johansson,John,15,M,single,servant,Brooklyn,Italy,413,27602
1243,Levy,Isaac,77,M,married,stevedore,Manhattan,New Jersey,414,47111
1244,Callahan,Catherine,20,F,single,baker,Manhattan,Ireland,415,38094
1245,Callahan,Zofia,78,F,married,laborer,Manhattan,Ireland,415,27232
1246,Callahan,Giuseppe,0,M,single,none,Manhattan,Ireland,415,27025
1247,Callahan,Leah,56,F,single,tailor,Manhattan,Ireland,415,48012
1248,Fischer,Sarah,6,F,single,none,Manhattan,New York,416,37046
1249,Fischer,Greta,58,F,married,carpenter,Manhattan,New York,416,44310
1250,Fischer,Boris,23,M,married,milliner,Manhattan,New York,416,27899
1251,Fischer,Elizabeth,21,F,single,stevedore,Manhattan,New York,416,33864
1252,Petrov,Wilhelm,63,M,married,seamstress,Brooklyn,Ireland,417,22019
1253,Petrov,Sarah,0,F,single,none,Brooklyn,Ireland,417,33422
1254,Petrov,Margaret,42,F,married,merchant,Brooklyn,Ireland,417,131801
1255,Marino,Friedrich,33,M,widowed,stevedore,Queens,England,418,49162
1256,Marino,Wilhelm,32,M,single,clerk,Queens,England,418,44293
1257,Rossi,Karl,73,M,single,stevedore,Manhattan,Ireland,419,34602
1258,Rossi,Bridget,34,F,single,none,Manhattan,Ireland,419,28465
1259,Russo,Jacob,9,M,single,none,Manhattan,Ireland,420,25203
1260,Russo,Ruth,11,F,single,none,Manhattan,Ireland,420,29625
1261,Russo,Boris,63,M,single,engineer,Manhattan,Ireland,420,95036
1262,Russo,Teresa,52,F,married,carpenter,Manhattan,Ireland,420,57345
1263,Russo,Luigi,5,M,single,none,Manhattan,Ireland,420,35641
1264,Marino,Daniel,41,M,married,teacher,Manhattan,Germany,421,61416
1265,Marino,Greta,25,F,widowed,baker,Manhattan,Germany,421,32710
1266,Marino,Zofia,12,F,single,typesetter,Manhattan,Germany,421,39138
1267,Marino,Daniel,68,M,single,nurse,Manhattan,Germany,421,43376
1268,Petrov,Salvatore,59,M,married,nurse,Brooklyn,Norway,422,48187
1269,Petrov,Thomas,34,M,married,milliner,Brooklyn,Norway,422,29117
1270,Lewandowski,Wilhelm,19,M,single,stevedore,Manhattan,New York,423,43621
1271,Lewandowski,Heinrich,22,M,married,stevedore,Manhattan,New York,423,32449
1272,Lewandowski,Giovanni,0,M,single,none,Manhattan,New York,423,36704
1273,Lewandowski,Giovanni,31,M,single,laborer,Manhattan,New York,423,35291
1274,Lewandowski,Ruth,0,F,single,none,Manhattan,New York,423,36076
1275,"O'Brien",Angela,6,F,single,none,Brooklyn,Germany,424,36188
1276,Goldberg,Hilda,38,F,single,merchant,Brooklyn,Ireland,425,117051
1277,Goldberg,Elizabeth,46,F,single,servant,Brooklyn,Ireland,425,20944
1278,Jones,Esther,0,F,single,none,Queens,Poland,426,22487
1279,Jones,Ruth,6,F,single,none,Queens,Poland,426,29928
1280,Jones,Greta,1,F,single,none,Queens,Poland,426,39322
1281,Davis,Boris,72,M,single,typesetter,Brooklyn,New York,427,55901
1282,Davis,David,4,M,single,none,Brooklyn,New York,427,33958
1283,Davis,Elizabeth,14,F,single,grocer,Brooklyn,New York,427,51784
1284,Friedman,Sarah,24,F,married,carpenter,Brooklyn,Russia,428,52195
1285,Friedman,Elizabeth,1,F,single,none,Brooklyn,Russia,428,31197
1286,Schmidt,Abraham,18,M,single,milliner,Manhattan,Ireland,429,30698
1287,Schmidt,Daniel,23,M,single,tailor,Manhattan,Ireland,429,39654
1288,Schmidt,Gertrud,24,F,married,machinist,Manhattan,Ireland,429,54284
1289,Schmidt,Salvatore,22,M,married,tailor,Manhattan,Ireland,429,51829
1290,Schmidt,Salvatore,8,M,single,none,Manhattan,Ireland,429,28125
1291,Conti,Josef,49,M,married,porter,Manhattan,Germany,430,23845
1292,Schmidt,Ellen,20,F,single,washerwoman,Manhattan,Massachusetts,431,32202
1293,Schmidt,Esther,64,F,married,porter,Manhattan,Massachusetts,431,39756
1294,Schmidt,Hilda,0,F,single,none,Manhattan,Massachusetts,431,37764
1295,Becker,Wilhelm,59,M,single,washerwoman,Manhattan,Ireland,432,28096
1296,Becker,William,4,M,single,none,Manhattan,Ireland,432,27008
1297,Becker,John,20,M,single,merchant,Manhattan,Ireland,432,125540
1298,Bianchi,Olga,50,F,married,teacher,Brooklyn,Ireland,433,52638
1299,Miller,Teresa,16,F,single,milliner,Manhattan,England,434,37517
1300,Becker,Angela,1,F,single,none,Manhattan,New York,435,34222
1301,Becker,Rosa,40,F,single,baker,Manhattan,New York,435,38383
1302,Becker,Bridget,17,F,married,carpenter,Manhattan,New York,435,57311
1303,Silverman,Elizabeth,12,F,single,none,Manhattan,Germany,436,36751
1304,Ryan,Ellen,22,F,single,servant,Brooklyn,Italy,437,26397
1305,Ryan,Luigi,7,M,single,none,Brooklyn,Italy,437,31110
1306,Ryan,Giuseppe,16,M,single,cobbler,Brooklyn,Italy,437,37844
1307,Levy,Giuseppe,68,M,widowed,clerk,Manhattan,New York,438,49320
1308,Friedman,Anna,39,F,married,milliner,Queens,Ireland,439,43755
1309,Brown,Friedrich,7,M,single,none,Manhattan,Russia,440,26759
1310,Williams,Luigi,46,M,married,grocer,Manhattan,New York,441,54148
1311,Williams,Heinrich,15,M,single,shopkeeper,Manhattan,New York,441,82222
1312,Williams,Antonio,40,M,single,milliner,Manhattan,New York,441,41886
1313,Levy,Rebecca,0,F,single,none,Manhattan,Italy,442,34891
1314,Levy,Ruth,65,F,single,washerwoman,Manhattan,Italy,442,31570
1315,Levy,Wilhelm,26,M,married,baker,Manhattan,Italy,442,47130
1316,Levy,Ellen,75,F,married,seamstress,Manhattan,Italy,442,19476
1317,Stein,Mary,7,F,single,none,Manhattan,Germany,443,23081
1318,Stein,Abraham,0,M,single,none,Manhattan,Germany,443,20960
1319,Miller,Rachel,8,F,single,none,Manhattan,Russia,444,39186
1320,Miller,Patrick,5,M,single,none,Manhattan,Russia,444,38739
1321,Miller,Ellen,23,F,married,shopkeeper,Manhattan,Russia,444,83111
1322,Miller,Antonio,21,M,single,laborer,Manhattan,Russia,444,27195
1323,Ivanov,Rosa,17,F,single,engineer,Manhattan,Ireland,445,91613
1324,Becker,Daniel,53,M,single,servant,Brooklyn,New York,446,13342
1325,Becker,Gertrud,20,F,married,clerk,Brooklyn,New York,446,45916
1326,Becker,Ellen,12,F,single,washerwoman,Brooklyn,New York,446,32837
1327,Becker,Josef,35,M,married,laborer,Brooklyn,New York,446,35731
1328,Becker,Patrick,8,M,single,none,Brooklyn,New York,446,35351
1329,Russo,Margaret,5,F,single,none,Manhattan,Ireland,447,32422
1330,Kowalski,Karl,11,M,single,none,Manhattan,Germany,448,28144
1331,Kowalski,John,71,M,widowed,washerwoman,Manhattan,Germany,448,24625
1332,Kowalski,Joseph,13,M,single,tailor,Manhattan,Germany,448,51792
1333,Kowalski,Bridget,10,F,single,none,Manhattan,Germany,448,30001
1334,Russo,Sarah,15,F,single,milliner,Brooklyn,Italy,449,42645
1335,Russo,Joseph,48,M,single,merchant,Brooklyn,Italy,449,115809
1336,Russo,Luigi,16,M,married,seamstress,Brooklyn,Italy,449,22101
1337,Russo,Teresa,68,F,single,shopkeeper,Brooklyn,Italy,449,73248
1338,Russo,David,49,M,married,washerwoman,Brooklyn,Italy,449,18877
1339,Becker,Leah,32,F,single,washerwoman,Manhattan,New York,450,29809
1340,Becker,David,26,M,married,carpenter,Manhattan,New York,450,56084
1341,Becker,Gertrud,55,F,married,shopkeeper,Manhattan,New York,450,70197
1342,Becker,Abraham,22,M,married,cobbler,Manhattan,New York,450,30517
1343,Becker,Luigi,26,M,single,engineer,Manhattan,New York,450,98652
1344,Bianchi,Maria,28,F,single,laborer,Brooklyn,New York,451,22476
1345,Bianchi,John,32,M,married,servant,Brooklyn,New York,451,29709
1346,Cohen,Esther,10,F,single,none,Queens,Ireland,452,37223
1347,Cohen,Olga,75,F,single,driver,Queens,Ireland,452,28156
1348,Cohen,Jacob,45,M,single,porter,Queens,Ireland,452,36831
1349,Cohen,Josef,5,M,single,none,Queens,Ireland,452,33742
1350,Walsh,Anna,47,F,married,butcher,Manhattan,Ireland,453,35497
1351,Walsh,Karl,50,M,single,cobbler,Manhattan,Ireland,453,42694
1352,Lewandowski,Bridget,46,F,married,baker,Manhattan,Ireland,454,31203
1353,Lewandowski,Thomas,14,M,single,laborer,Manhattan,Ireland,454,24263
1354,Lewandowski,Teresa,11,F,single,none,Manhattan,Ireland,454,33400
1355,Lewandowski,Heinrich,18,M,married,baker,Manhattan,Ireland,454,32955
1356,Ivanov,Isaac,0,M,single,none,Manhattan,Italy,455,39362
1357,Esposito,Ruth,67,F,married,merchant,Manhattan,New York,456,117991
1358,Esposito,Wilhelm,16,M,married,machinist,Manhattan,New York,456,46493
1359,Esposito,Leah,41,F,widowed,washerwoman,Manhattan,New York,456,15458
1360,Esposito,Ruth,55,F,single,grocer,Manhattan,New York,456,36368
1361,Novak,Giuseppe,3,M,single,none,Manhattan,New York,457,20413
1362,Novak,Leah,17,F,married,seamstress,Manhattan,New York,457,33815
1363,Novak,Esther,65,F,married,none,Manhattan,New York,457,21258
1364,Ferrari,Rachel,79,F,married,grocer,Brooklyn,Scotland,458,54875
1365,Smith,Karl,26,M,widowed,laborer,Brooklyn,Poland,459,24803
1366,Smith,Rosa,72,F,single,carpenter,Brooklyn,Poland,459,56953
1367,Friedman,Isaac,54,M,married,seamstress,Brooklyn,Germany,460,36870
1368,Roth,William,19,M,single,butcher,Manhattan,Italy,461,48270
1369,Russo,Patrick,68,M,married,none,Brooklyn,Ireland,462,26837
1370,Russo,Salvatore,4,M,single,none,Brooklyn,Ireland,462,35769
1371,Russo,Esther,25,F,single,teacher,Brooklyn,Ireland,462,56295
1372,Russo,Mary,47,F,single,grocer,Brooklyn,Ireland,462,42514
1373,Russo,Abraham,41,M,single,bookkeeper,Brooklyn,Ireland,462,62750
1374,Roth,Angela,48,F,single,engineer,Manhattan,Germany,463,99661
1375,Roth,Luigi,61,M,single,tailor,Manhattan,Germany,463,48375
1376,Conti,Gertrud,0,F,single,none,Manhattan,New York,464,38731
1377,Conti,Olga,0,F,single,none,Manhattan,New York,464,23802
1378,Novak,Mary,0,F,single,none,Brooklyn,Ireland,465,24973
1379,Esposito,Ruth,48,F,married,machinist,Brooklyn,New York,466,50439
1380,Esposito,Olga,14,F,single,driver,Brooklyn,New York,466,28133
1381,Russo,Margaret,35,F,married,driver,Manhattan,Ireland,467,29996
1382,Russo,William,12,M,single,none,Manhattan,Ireland,467,32064
1383,Russo,Samuel,57,M,married,driver,Manhattan,Ireland,467,39661
1384,Russo,Salvatore,62,M,married,clerk,Manhattan,Ireland,467,44486
1385,Marino,Samuel,79,M,married,stevedore,Bronx,Ireland,468,48107
1386,Marino,Rachel,64,F,single,teacher,Bronx,Ireland,468,56923
1387,Kowalski,Thomas,37,M,single,engineer,Manhattan,Germany,469,94865
1388,Andersen,Bridget,48,F,widowed,none,Manhattan,Massachusetts,470,29202
1389,Andersen,Sarah,7,F,single,none,Manhattan,Massachusetts,470,29759
1390,Andersen,Michael,5,M,single,none,Manhattan,Massachusetts,470,39736
1391,Wagner,Salvatore,45,M,single,butcher,Manhattan,New York,471,38477
1392,Wagner,Luigi,4,M,single,none,Manhattan,New York,471,31986
1393,Wagner,Giovanni,76,M,widowed,tailor,Manhattan,New York,471,50917
1394,Wagner,Elizabeth,14,F,single,butcher,Manhattan,New York,471,47288
1395,Wagner,Samuel,71,M,married,merchant,Manhattan,New York,471,120601
1396,Rossi,Greta,68,F,married,seamstress,Manhattan,Germany,472,20852
1397,Rossi,Friedrich,1,M,single,none,Manhattan,Germany,472,22364
1398,Johansson,Esther,62,F,married,teacher,Manhattan,Ireland,473,62544
1399,Johansson,Marta,33,F,married,shopkeeper,Manhattan,Ireland,473,72817
1400,Johansson,Stanislaw,1,M,single,none,Manhattan,Ireland,473,30815
1401,Callahan,Hilda,8,F,single,none,Bronx,New York,474,24215
1402,Callahan,Teresa,10,F,single,none,Bronx,New York,474,26102
1403,Callahan,Wilhelm,21,M,single,none,Bronx,New York,474,28759
1404,Callahan,Samuel,26,M,married,none,Bronx,New York,474,29318
1405,Weber,Luigi,8,M,single,none,Brooklyn,New York,475,33239
1406,Hoffmann,Thomas,79,M,single,tailor,Manhattan,Ireland,476,52553
1407,Hoffmann,John,42,M,married,grocer,Manhattan,Ireland,476,48007
1408,Sullivan,Sarah,7,F,single,none,Brooklyn,Ireland,477,29009
1409,Sullivan,John,25,M,widowed,butcher,Brooklyn,Ireland,477,45689
1410,Sullivan,Rebecca,53,F,single,factory worker,Brooklyn,Ireland,477,35375
1411,Roth,Rosa,65,F,single,machinist,Manhattan,Ireland,478,47869
1412,Roth,Rebecca,22,F,married,seamstress,Manhattan,Ireland,478,26016
1413,Roth,Jacob,18,M,married,typesetter,Manhattan,Ireland,478,50047
1414,Roth,Antonio,0,M,single,none,Manhattan,Ireland,478,20403
1415,Novak,Giovanni,27,M,single,shopkeeper,Manhattan,New York,479,70834
1416,Novak,Josef,0,M,single,none,Manhattan,New York,479,39948
1417,Novak,Giovanni,6,M,single,none,Manhattan,New York,479,36190
1418,Hoffmann,Giuseppe,67,M,single,machinist,Manhattan,New York,480,60711
1419,Hoffmann,Angela,11,F,single,none,Manhattan,New York,480,37927
1420,Hoffmann,Teresa,5,F,single,none,Manhattan,New York,480,26287
1421,Hoffmann,Karl,47,M,single,nurse,Manhattan,New York,480,43703
1422,Hoffmann,Josef,29,M,married,porter,Manhattan,New York,480,28399
1423,Jones,Anna,39,F,married,milliner,Brooklyn,New Jersey,481,33546
1424,Jones,Heinrich,66,M,widowed,bookkeeper,Brooklyn,New Jersey,481,60874
1425,Jones,Rosa,20,F,married,merchant,Brooklyn,New Jersey,481,121529
1426,Goldberg,Karl,27,M,married,tailor,Manhattan,Ireland,482,43041
1427,Goldberg,Antonio,30,M,married,stevedore,Manhattan,Ireland,482,31738
1428,Goldberg,Abraham,16,M,married,merchant,Manhattan,Ireland,482,132562
1429,Goldberg,Giuseppe,46,M,married,none,Manhattan,Ireland,482,20191
1430,Goldberg,Ellen,37,F,single,butcher,Manhattan,Ireland,482,44896
1431,Miller,Zofia,0,F,single,none,Manhattan,Germany,483,33337
1432,Miller,Rachel,3,F,single,none,Manhattan,Germany,483,29277
1433,Miller,Luigi,7,M,single,none,Manhattan,Germany,483,31437
1434,Miller,Ruth,71,F,single,merchant,Manhattan,Germany,483,131987
1435,Miller,Jacob,10,M,single,none,Manhattan,Germany,483,29199
1436,Kelly,Giuseppe,13,M,single,none,Manhattan,France,484,32702
1437,"O'Brien",James,3,M,single,none,Brooklyn,Massachusetts,485,30355
1438,"O'Brien",Thomas,8,M,single,none,Brooklyn,Massachusetts,485,21114
1439,"O'Brien",Isaac,4,M,single,none,Brooklyn,Massachusetts,485,28038
1440,"O'Brien",Mary,69,F,single,grocer,Brooklyn,Massachusetts,485,39210
1441,"O'Brien",Isaac,2,M,single,none,Brooklyn,Massachusetts,485,26911
1442,Novak,James,67,M,married,driver,Brooklyn,Ireland,486,37711
1443,Novak,Josef,58,M,married,laborer,Brooklyn,Ireland,486,21801
